Study (cluster) (2018),Observation # (2018),Study sorting,Reference,Publication type,Year published,Year (data collection),$ value reported based on year,Type of source,Action,Technique type,Specific technique,Reef Restoration and Adaptation Plan Report Technique,Number of coral colonies/fragments,Species,Location,Latitude,Longitude,Country,Country Code,Income group,Cost (including),Total project costs reported (capital costs and operating costs),"Capital costs reported (planning, purchasing, land acquisition, construction, and financing)","Operating costs reported (maintenance, monitoring, and equipment repair and replacement)",Monitoring costs included,Construction costs included,In-kind costs (volunteers),Funding: Government,Funding: NGO,Funding: volunteers,Funding: private,Notes to funding,Primary motivation category,Secondary motivation category,Tertiary motivation category,SER Concept 1: Reference ecosystems,"SER Concept 2a: Clear targets and goals, SMART objectives",SER Concept 2b: Specific and measurable indicators to evaluate targets/goals/ objectives,SER Concept 2c: Adaptive management,SER Concept 3: Assessing capacity for natural recovery,SER Concept 4: Aiming for full ecosystem recovery ,"SER Concept 5: Restoration draws on all relevant knowledge (science, practice and traditional knowledge)",SER Concept 6: Early and ongoing stakeholder engagement with communities and end-users,Primary Attribute Category,Secondary Attribute Category,Variable 1,Attribute Category Variable 1,Sub-attribute Category Variable 1,Variable 2,Attribute Category Variable 2,Sub-attribute Category Variable 2,Variable 3,Attribute Category Variable 3,Sub-attribute Category Variable 3,Variable 4,Attribute Category Variable 4,Sub-attribute Category Variable 4,Variable 5,Attribute Category Variable 5,Sub-attribute Category Variable 5,Variable 6,Attribute Category Variable 6,Sub-attribute Category Variable 6,Variable 7,Attribute Category Variable 7,Sub-attribute Category Variable 7,Variable 8,Attribute Category Variable 8,Sub-attribute Category Variable 8,Variable 9,Attribute Category Variable 9,Sub-attribute Category Variable 9,Variable 10,Attribute Category Variable 10,Sub-attribute Category Variable 10,Variable 11,Attribute Category Variable 11,Sub-attribute Category Variable 11,Variable 12,Attribute Category Variable 12,Sub-attribute Category Variable 12,Variable 13,Attribute Category Variable 13,Sub-attribute Category Variable 13,Variable 14,Attribute Category Variable 14,Sub-attribute Category Variable 14,Variable 15,Attribute Category Variable 15,Sub-attribute Category Variable 15,Variable 16,Attribute Category Variable 16,Sub-attribute Category Variable 16,Variable 17,Attribute Category Variable 17,Sub-attribute Category Variable 17,Variable 18,Attribute Category Variable 18,Sub-attribute Category Variable 18,Ecological outcome,Economic outcome,Social outcome,Project duration (year),Spatial extent (ha),Year used in CPI conversion,Cost ($),Currency,Restoration cost in (US$ / ha),"Restoration cost in  (US$ / ha) @2010 base, CPI","Restoration cost in (US$ / ha / yr) @2010 base, CPI","Restoration cost in (Int$ / ha) @2010 base, GDP (PPP)","Restoration cost in (Int$ / ha / yr) @2010 base, GDP (PPP)",Feasibility (reasons for failure/success),Pre-transplant average survival (%),Transplant average survival (%),Post-transplant average survival (%),Average survival (%)
56,253,,"Nava H, Figueroa-Camacho AG (2017) Rehabilitation of damaged reefs: Outcome of the use of recently broken coral fragments and healed coral fragments of pocilloporid corals on rocky boulders. Mar Eco and Evol Pers 38(5):10
",journal,2017,2013 - 2014,,primary,"Transplant success between recently broken coral fragments and healed coral fragments was compared assuming that initial fragmentation accelerates the attachment of corals by regeneration stimulation.  We estimate that 10 fragments were outplanted per 1 m2. Here: rainy season, broken coral fragments",biological,transplanting fragments from donor colonies,Direct transplantation,125,"Pocillopora verrucosa, Pocillopora capitata, Pocillopora damicornis,","Playa Las Gatas, Zihuatanejo Bay,
Guerrero, Mexico",17.6197716,-101.5529857,Mexico,MEX,Upper middle income,,,,,,,,yes,,,,"We are grateful for the following sources of funding: CONACYT Secretariat of Public Education (SEP) CB-2012-01-177537, the SEP Program for Professor Development No. UMSNH-PTC- 338 and the Research Council of Scientific Research, Universidad Michoacana de San Nicolás de Hidalgo.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,Partially,Yes,Yes,No,Partially,No,No,No,Species composition,Ecosystem function,Percent cover,Species composition,"Growth, productivity of species","Substrate (sand, rubble, and bare substrate)",Ecosystem function,Habitat function,Benthic cover (turf algae),Ecosystem function,Habitat function,Benthic cover (fleshy macroalgae),Ecosystem function,Habitat function,Benthic cover (erect calcareous algae),Ecosystem function,Habitat function,Survival (of more than one species),Species composition,Survivorship of species,Water clarity,Physical conditions,Physico-chemical variables (water),Water temperature,Physical conditions,Physico-chemical variables (water),Irradiance,Physical conditions,Physical attributes,Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Attachment of corals to the substrate,Ecosystem function,"Growth, productivity",Growth (vertical),Ecosystem function,"Growth, productivity",Growth (horizontal),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,Calcium carbonate accretion,Ecosystem function,"Growth, productivity",,,,,,,,,,Yes,Not reported,Not reported,1.0,0.0013,NA,NA,NA,NA,NA,NA,NA,NA,"Rainy season : However, the final proportion of living transplants was significantly lower at the end of the experiment in both broken coral fragments and healed coral fragments.",,,63.0,63.0
56,254,,"Nava H, Figueroa-Camacho AG (2017) Rehabilitation of damaged reefs: Outcome of the use of recently broken coral fragments and healed coral fragments of pocilloporid corals on rocky boulders. Mar Eco and Evol Pers 38(5):10
",journal,2017,2013 - 2014,,primary,"Transplant success between recently broken coral fragments and healed coral fragments was compared assuming that initial fragmentation accelerates the attachment of corals by regeneration stimulation. We estimate that 10 fragments were outplanted per 1 m2. Here: rainy season, healed coral fragments",biological,transplanting fragments from donor colonies,Direct transplantation,125,"Pocillopora verrucosa, Pocillopora capitata, Pocillopora damicornis,","Playa Las Gatas, Zihuatanejo Bay,
Guerrero, Mexico",17.6197716,-101.5529857,Mexico,MEX,Upper middle income,,,,,,,,yes,,,,"We are grateful for the following sources of funding: CONACYT Secretariat of Public Education (SEP) CB-2012-01-177537, the SEP Program for Professor Development No. UMSNH-PTC- 338 and the Research Council of Scientific Research, Universidad Michoacana de San Nicolás de Hidalgo.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,Partially,Yes,Yes,No,Partially,No,No,No,Species composition,Ecosystem function,Percent cover,Species composition,"Growth, productivity of species","Substrate (sand, rubble, and bare substrate)",Ecosystem function,Habitat function,Benthic cover (turf algae),Ecosystem function,Habitat function,Benthic cover (fleshy macroalgae),Ecosystem function,Habitat function,Benthic cover (erect calcareous algae),Ecosystem function,Habitat function,Survival (of more than one species),Species composition,Survivorship of species,Water clarity,Physical conditions,Physico-chemical variables (water),Water temperature,Physical conditions,Physico-chemical variables (water),Irradiance,Physical conditions,Physical attributes,Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Attachment of corals to the substrate,Ecosystem function,"Growth, productivity",Growth (vertical),Ecosystem function,"Growth, productivity",Growth (horizontal),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,Calcium carbonate accretion,Ecosystem function,"Growth, productivity",,,,,,,,,,Yes,Not reported,Not reported,1.0,0.0013,NA,NA,NA,NA,NA,NA,NA,NA,"Rainy season : However, the final proportion of living transplants was significantly lower at the end of the experiment in both broken coral fragments and healed coral fragments.",,,45.7,45.7
57,255,57,"Ng C, Ng S, Chou L (2012) Does an ex situ coral nursery facilitate reef restoration in Singapore’s waters. Contrib to Mar Sci:95–100",journal,2012,2009,,primary,"Corals were reared asexually in an ex situ nursery using a flow-through filtered seawater facility. Fragments were attached to cement tiles. In a second part, the study recorded the time required by fragments of various hard coral species to self-attach to cement tiles. ",biological,growing corals in ex situ nurseries,Coral gardening - Nursery phase,18,"Acropora digitifera, Psammocora digitifera and Porites lutea",St John’s Island,1.2166667,103.85,Singapore,SGP,High income,,,,,,,,yes,,,,"The authors would like to thank members of the Reef Ecology Laboratory and the Experimental Marine Ecology Laboratory (Department of Biological Sciences, National University  of Singapore), as well as staff of the Tropical Marine Science Institute St John’s Island Marine Laboratory for their kind assistance. This study was supported by grant number R-347-000-105-490.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,Partially,Yes,No,No,No,No,No,Species composition,Ecosystem function,Survival (of more than one species),Species composition,Survivorship of species,Growth rate,Ecosystem function,"Growth, productivity",Attachment of corals to the substrate,Ecosystem function,"Growth, productivity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,0.3,NA,2009,NA,NA,NA,NA,NA,NA,NA,Porites lutea and Porites digitata fragments had high survivorship (100% and 98.9% respectively) while Acropora digitifera fragments had the lowest (5.7%).,,68.2,,68.2
58,256,58,"Ng CSL, Chou LM (2014) Rearing juvenile 'corals of opportunity' in in situ nurseries - A reef rehabilitation approach for sediment-impacted environments. Mar Biol Res 10:833-838",journal,2014,2007,,primary,Juvenile ‘corals of opportunity’ (corals that have recruited on unstable substrate) were reared in an in situ coral nursery to assist in the rehabilitation of reefs in sedimented environments. The coral nursery comprised tables (1 m × 1 m × 1 m) made from polyvinylchloride pipes and wire grids spaced 1m apart at a water depth of 3m.  Fragments of different size classes were reared (small 0.1–1.5; medium 1.6–3.0; large 3.1–4.5 cm).,biological,growing corals in nurseries,Coral gardening - Nursery phase,71,Pectinia paeonia,Pulau Semakau,1.2064868,103.7709177,Singapore,SGP,High income,,,,,,,,yes,,,,"We would like to thank Toh Kok Ben and Toh Tai Chong for helpful discussions, as well as members of the Reef Ecology Laboratory, National University of Singapore, for their invaluable assistance in field work and data analysis.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,Partially,Yes,No,No,No,No,No,Species composition,Ecosystem function,Survival (of more than one species),Species composition,Survivorship of species,Growth (change in surface area),Ecosystem function,"Growth, productivity",Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Water turbulence,Physical conditions,Physical attributes,Water temperature,Physical conditions,Physico-chemical variables (water),Photosynthetically active radiation (PAR),Physical conditions,Physical attributes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,0.4,NA,2007,NA,NA,NA,NA,NA,NA,NA,"Pectinia paeonia had better survival in an environment of high sedimentation after 4.5 months: 97.0% survived of the small size class, 94.7% of the medium sized fragments and 84.2% of the larger fragments.",,92.0,,92.0
58,257,,"Ng CSL, Chou LM (2014) Rearing juvenile 'corals of opportunity' in in situ nurseries - A reef rehabilitation approach for sediment-impacted environments. Mar Biol Res 10:833-838",journal,2014,2007,,primary,Juvenile ‘corals of opportunity’ (corals that have recruited on unstable substrate) were reared in an in situ coral nursery to assist in the rehabilitation of reefs in sedimented environments. The coral nursery comprised tables (1 m × 1 m × 1 m) made from polyvinylchloride pipes and wire grids spaced 1m apart at a water depth of 3m. Fragments of different size classes were reared (small 0.1–1.5; medium 1.6–3.0; large 3.1–4.5 cm).,biological,growing corals in nurseries,Coral gardening - Nursery phase,45,Pachyseris speciosa,Pulau Semakau,1.2064868,103.7709177,Singapore,SGP,High income,,,,,,,,yes,,,,"We would like to thank Toh Kok Ben and Toh Tai Chong for helpful discussions, as well as members of the Reef Ecology Laboratory, National University of Singapore, for their invaluable assistance in field work and data analysis.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,Partially,Yes,No,No,No,No,No,Species composition,Ecosystem function,Survival (of more than one species),Species composition,Survivorship of species,Growth (change in surface area),Ecosystem function,"Growth, productivity",Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,Water turbulence,Physical conditions,Physical attributes,Water temperature,Physical conditions,Physico-chemical variables (water),Photosynthetically active radiation (PAR),Physical conditions,Physical attributes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,0.4,NA,2007,NA,NA,NA,NA,NA,NA,NA,"Pachyseris speciosa performed less well in an environment of high sedimentation after 4.5 months: 68.8% survived of the small size class, 64.7% of the medium sized fragments and 76.9% of the larger fragments.",,70.1,,70.1
59,258,59,"Ngai ND, Cu ND, Tuyet DA (2013) Coral degradation and ability of rehabilitation of coral reefs in Co To Archipelago, Quang Ninh province, Vietnam. Deep-Sea Res Part II-Top Stud Oceanogr 96:50-55",journal,2013,,,primary,"Corals from a reef, degraded by the use of cyanide for fishing purposes, were transplanted on natural shelters.",biological,transplanting of whole coral colonies,Direct transplantation,93,"Plesiastrea versipora, Echinophyllia aspera, Goniopora columna, Turbinaria peltata, Galaxea
fascicularis, Goniastrea favulus","Co To Archipelago, Quang Ninh province",20.993715,107.7576992,Vietnam,VNM,Lower middle income,,,,,,,,yes,,,,This work is supported by KC.09.07/11-15 program (Littoral ecosystems in the north of Vietnam Project) and People′s Committee of Quang Ninh province. We are very grateful to all our colleagues for their hard work in the field to install experiments and monitor water environment in Co To Islands.,"Improve restoration approach, technology, methods / Answer ecological research questions","Biodiversity enhancement (e.g. native vegetation, habitat creation, ecosystem connectivity, ecological resilience)",Not reported,No,Yes,Yes,No,Yes,No,Yes,Yes,Ecosystem function,Physical conditions,Survival (of more than one species),Species composition,Survivorship of species,Growth rate,Ecosystem function,"Growth, productivity",Recruitment,Ecosystem function,Reproduction,Salinity,Physical conditions,Physico-chemical variables (water),Water temperature,Physical conditions,Physico-chemical variables (water),pH,Physical conditions,Physico-chemical variables (water),Turbidity,Physical conditions,Physico-chemical variables (water),Turbidity,Physical conditions,Physical attributes,Potentially harmful nutrients (unspecified),Absence of threats,Contamination,Cyanide,Absence of threats,Contamination,Pesticide,Absence of threats,Contamination,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Yes,2.0,NA,2012,NA,NA,NA,NA,NA,NA,NA,Less survival of corals transplanted on natural shelters after 2 years.,,55.9,,55.9
59,259,,"Ngai ND, Cu ND, Tuyet DA (2013) Coral degradation and ability of rehabilitation of coral reefs in Co To Archipelago, Quang Ninh province, Vietnam. Deep-Sea Res Part II-Top Stud Oceanogr 96:50-55",journal,2013,,,primary,"Corals from a reef, degraded by the use of cyanide for fishing purposes, were transplanted on artificial shelters consisting of concrete reefballs (n = 130).",biological,transplanting of whole coral colonies,Direct transplantation,231,"Echinophyllia aspera, Galaxea fascicularis, Goniopora columna, Pavona decussata, Goniastrea favulus, Porites lutea, Turbinaria peltata, Favites sp., Plesiastrea versipora","Co To Archipelago, Quang Ninh province",20.993715,107.7576992,Vietnam,VNM,Lower middle income,,,,,,,,yes,,,,This work is supported by KC.09.07/11-15 program (Littoral ecosystems in the north of Vietnam Project) and People′s Committee of Quang Ninh province. We are very grateful to all our colleagues for their hard work in the field to install experiments and monitor water environment in Co To Islands.,"Improve restoration approach, technology, methods / Answer ecological research questions","Biodiversity enhancement (e.g. native vegetation, habitat creation, ecosystem connectivity, ecological resilience)",Not reported,No,Yes,Yes,No,Yes,No,Yes,Yes,Ecosystem function,Physical conditions,Survival (of more than one species),Species composition,Survivorship of species,Growth rate,Ecosystem function,"Growth, productivity",Recruitment,Ecosystem function,Reproduction,Salinity,Physical conditions,Physico-chemical variables (water),Water temperature,Physical conditions,Physico-chemical variables (water),pH,Physical conditions,Physico-chemical variables (water),Turbidity,Physical conditions,Physico-chemical variables (water),Turbidity,Physical conditions,Physical attributes,Potentially harmful nutrients (unspecified),Absence of threats,Contamination,Cyanide,Absence of threats,Contamination,Pesticide,Absence of threats,Contamination,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Yes,2.0,NA,2012,NA,NA,NA,NA,NA,NA,NA,"Better survival of corals transplanted on artificial shelters after 2 years. Higher survival was mainly because it was easier to tie the massive and laminae corals on reefballs than on natural shelters, which also reduced the accessibility to predators.",,88.3,,88.3
60,260,60,"NOAA (1996) Primary restoration. Guidance document for natural resource damage assessment under the Oil Pollution Act of 1990. National Oceanic and Atmospheric Administration, Damage Assessment and Restoration Program, Silver Springs, MD. See: http://www.darrp.noaa.gov/library/pdf/PRD_CH-4.PDF",report,1996,1992,1992,secondary,Corals were transplanted to the reef.,biological,transplanting of whole coral colonies,Direct transplantation,,,,,,United States,USA,High income,"Costs for reef restoration, adjusted to reflect mid-1992 dollars, total $236.83 per square meter of reef restored",,,,,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",NA,0.0001,1992,237,USD,"2,368,300","3,680,396",NA,"3,680,396",NA,,,,,NA
61,261,61,"Omori M (2010) Degradation and restoration of coral reefs: Experience in Okinawa, Japan. Mar Biol Res 7:3-12",journal,2010,,,secondary,Coral fragments were broken up from donor colonies and affixed elsewhere in the reef in order to rehabilitatio degraded reefs in Okinawa. Source: (Omori & Okubo 2004).,biological,transplanting fragments from donor colonies,Direct transplantation,,,Okinawa,26.501301,127.945404,Japan,JPN,High income,,,,,,,,,yes,,,"The author appreciates the Nippon Foundation for the financial support for research and education activities at AMSL. He wishes to thank G. Sweany and D.M. Checkley, Jr. for kind reading of the manuscript and helpful discussions. Thanks to two reviewers for their comments and advice on the manuscript.","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",4.0,NA,2009,NA,NA,NA,NA,NA,NA,NA,Average survivorship of transplanted fragments after 4 years is about 20% due to mortality in the natural processes.,,,20.0,20.0
61,262,,"Omori M (2010) Degradation and restoration of coral reefs: Experience in Okinawa, Japan. Mar Biol Res 7:3-12",journal,2010,2007-2008,,secondary,"A largescale coral transplantation project employing the fragment transplanting technique is being carried out over 1.3 ha on a reef flat at Bali Island, Indonesia (Indonesia/Japan Bali Beach Conservation Project; Onaka et al. 2008). The participants have transplanted about 112,000 coral fragments of Acropora spp. and others taken from the nearby coral reef area onto 12,000 limestone rocks (approx. 1 m x 1 m, 0.8 m height each) that were placed on the sandy bottom in 2007 and 2008. The fragments were fixed with the 2-nails/cable-tie method (Okubo et al. 2005).",biological,transplanting fragments from donor colonies,Direct transplantation,"112,000",Acropora spp.,Bali Island,-8.3405389,115.0919509,Indonesia,IDN,Lower middle income,,,,,,,,,yes,,,"The author appreciates the Nippon Foundation for the financial support for research and education activities at AMSL. He wishes to thank G. Sweany and D.M. Checkley, Jr. for kind reading of the manuscript and helpful discussions. Thanks to two reviewers for their comments and advice on the manuscript.","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",1.5,NA,2009,NA,NA,NA,NA,NA,NA,NA,"The survival rate after 1.5 years is surprisingly high, at more than 90% (Nishihira & Prasetyo, personal communication). It should be noted, however, that such a successful transplantation is only possible in waters where seawater quality is favourable for corals, coral cover near the transplantation site is dense, and damage caused by predation and nibbling of invertebrates and fishes is small.",,,90.0,90.0
62,263,62,"Omori M, Iwao K, Tamura M (2007) Growth of transplanted Acropora tenuis 2 years after egg culture. Coral Reefs 27:165–165",journal,2007,2004-2007,,primary,"Acropora tenuis was cultured from eggs and grown in open water. About 2,000 colonies were then transplanted onto nearby degraded bommies (2 m high in 6 m water depth) and fixed in place using pegs and underwater glue, with help of divers from the local tourist diving association. Cages containing juveniles were suspended 2 m above the seafloor.",biological,ex situ coral cultivation (sexual propagation) and out-planting of juvenile corals,Larval enhancement,"2,000",Acropora tenuis,"Akajima Island, Okinawa",26.18742646,127.2627642,Japan,JPN,High income,,,,,,,,,yes,,,"This work was funded by the Nippon Foundation (private, non-profit grant-making organization).","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,No,Partially,No,No,No,No,No,Ecosystem function,Not reported,Survival,Ecosystem function,Survivorship,Attachment of corals to the substrate,Ecosystem function,"Growth, productivity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,3.0,NA,2004,NA,NA,NA,NA,NA,NA,NA,"Six months later, 89% of the colonies were still alive, firmly attached to the substrate.",,,89.0,89.0
63,264,63,"Oyamada K, Okamoto M, Iwata I (2014) Development of restoration technology for coral reefs using ""marine blockTM"". JFE Technical Report:118-125",report,2014,,,primary,Coral fragments were transplanted on JFE Steel’s “Marine BlockTM” (calcium carbonate block with high biological affinity). Transplants were monitored for 1 month after transplantation.,biological,transplanting fragments from donor colonies,Direct transplantation,,,Sulawesi,-5.206192773,116.0501763,Indonesia,IDN,Lower middle income,,,,,,,,,,,yes,The development of a restoration technology for coral reefs using “Marine BlockTM” was reported in JFE Technical Report in 2009.,"Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,No,No,No,No,No,No,No,Ecosystem function,Not reported,Coral spawning,Ecosystem function,Reproduction,Species observed (fish),Ecosystem function,Habitat function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,0.1,NA,2013,NA,NA,NA,NA,NA,NA,NA,"A monitoring survey was carried out 1 month after coral transplantation, and a high initial survival rate of 93% was observed.",,,93.0,93.0
64,265,64,"Pizarro V, Charuvi N, Garcia-Llano C (2012) Growing corals in line and floating nurseries at Tayrona Park. In: Proceedings of the 12th International Coral Reef Symposium, Book of Abstracts. Cairns, p 523–524",conference proceedings,2012,2010,,primary,"Two coral nursery designs were used to assess coral survivorship and growth, as well as associated costs for a larger project on coral culture and future restoration: line and floating nursery design.
",biological,growing corals in nurseries,Coral gardening - Nursery phase,,"Acropora cervicornis, Acropora palmata",Tayrona National Natural Park,11.3064409,-74.0657561,Colombia,COL,Upper middle income,,,,,,,,yes,yes,yes,yes,"Tayrona National Natural Park, Universidad Jorge Tadeo Lozano, Calipso Dive Centre, Fundacion Calipso","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,Partially,Partially,No,No,No,Yes,Yes,Ecosystem function,Not reported,Survival,Ecosystem function,Survivorship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,1.5,NA,2010,NA,NA,NA,NA,NA,NA,NA,"After 7 months, growth rates of the fragments of the floating nurseries decreased, possibly due to the size of the substrates used to grow them. Between August and December 2010 a severe bleaching event occurred in the region , which resulted in lower fragment growth rates; however mortality was low (< 5%) in both nurseries compared to natural populations (20-90%). Here: survival after 18 months.",,95.0,,95.0
65,266,65,"Pollock FJ, Katz SM, van de Water JAJM, Davies SW, Hein M, Torda G, Matz MV, Beltran VH, Buerger P, Puill-Stephan E, Abrego D, Bourne DG, Willis BL (2017) Coral larvae for restoration and research: a large-scale method for rearing Acropora millepora larvae, inducing settlement, and establishing symbiosis. PeerJ 5:e3732

",journal,2017,2011-2012,,primary,Aimed to determine (1) optimal larval rearing densities to maximize yield per unit effort. Here: high (1 larvae mL-1) density,biological,growing corals in nurseries,Coral gardening - Nursery phase,"420,000",Acropora millepora,"Orpheus and Pelorus Islands in the central Great
Barrier Reef (GBR)",-18.5824599,146.4942966,Australia,AUS,High income,,,,,,,,yes,,,,"This project was funded by the Australian Research Council Centre of Excellence for Coral Reef Studies (CEO561435) to B Willis, and the National Science Foundation (DEB1054766) to Mikhail V. Matz. Sarah Davies is a Simons Foundation Fellow of the Life Sciences Research Foundation. There was no additional external funding received for this study. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,Partially,Yes,No,No,No,No,No,Ecosystem function,Not reported,Mortality,Ecosystem function,Survivorship,Coral larvae settlement rates,Ecosystem function,"Growth, productivity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Overall, clear trends in the mortality rates of larvae were observed: mortality rates of those held at the lowest stocking density (0.2 larvae mL-1) were significantly lower than those held at moderate (0.5 larvae mL-1) and high (1 larvae mL-1) densities. Mortality rates in moderate
stocking density tanks were also lower than those in high stocking density tanks. In all treatments, mortality was particularly high during the 48 - 72 h and the 96 - 120 h periods.",19.5,,,19.5
65,267,,"Pollock FJ, Katz SM, van de Water JAJM, Davies SW, Hein M, Torda G, Matz MV, Beltran VH, Buerger P, Puill-Stephan E, Abrego D, Bourne DG, Willis BL (2017) Coral larvae for restoration and research: a large-scale method for rearing Acropora millepora larvae, inducing settlement, and establishing symbiosis. PeerJ 5:e3732

",journal,2017,2011-2012,,primary,Aimed to determine (1) optimal larval rearing densities to maximize yield per unit effort. Here: moderate (0.5 larvae mL-1) density,biological,growing corals in nurseries,Coral gardening - Nursery phase,"210,000",Acropora millepora,"Orpheus and Pelorus Islands in the central Great
Barrier Reef (GBR)",-18.5824599,146.4942966,Australia,AUS,High income,,,,,,,,yes,,,,"This project was funded by the Australian Research Council Centre of Excellence for Coral Reef Studies (CEO561435) to B Willis, and the National Science Foundation (DEB1054766) to Mikhail V. Matz. Sarah Davies is a Simons Foundation Fellow of the Life Sciences Research Foundation. There was no additional external funding received for this study. The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.","Improve restoration approach, technology, methods / Answer ecological research questions",Not reported,Not reported,No,Partially,Yes,No,No,No,No,No,Ecosystem function,Not reported,Mortality,Ecosystem function,Survivorship,Coral larvae settlement rates,Ecosystem function,"Growth, productivity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Not reported,Not reported,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Overall, clear trends in the mortality rates of larvae were observed: mortality rates of those held at the lowest stocking density (0.2 larvae mL-1) were significantly lower than those held at moderate (0.5 larvae mL-1) and high (1 larvae mL-1) densities. Mortality rates in moderate stocking density tanks were also lower than those in high stocking density tanks. In all treatments, mortality was particularly high during the 48 - 72 h and the 96 - 120 h periods.",8.8,,,8.8
