is_coral_gardening,reference,year_published,year_data_collection,type_of_source,action,reef_restoration_and_adaptation_plan_report_technique,ecological_outcome,economic_outcome,social_outcome,feasibility_reasons_for_failure_success,ser_concept_1_reference_ecosystems,ser_concept_2a_clear_targets_and_goals_smart_objectives,ser_concept_2b_specific_and_measurable_indicators_to_evaluate_targets_goals_objectives,ser_concept_2c_adaptive_management,ser_concept_3_assessing_capacity_for_natural_recovery,ser_concept_4_aiming_for_full_ecosystem_recovery,ser_concept_5_restoration_draws_on_all_relevant_knowledge_science_practice_and_traditional_knowledge,ser_concept_6_early_and_ongoing_stakeholder_engagement_with_communities_and_end_users,variable_1,attribute_category_variable_1,sub_attribute_category_variable_1,variable_2,attribute_category_variable_2,sub_attribute_category_variable_2,variable_3,attribute_category_variable_3,sub_attribute_category_variable_3,variable_4,attribute_category_variable_4,sub_attribute_category_variable_4,variable_5,attribute_category_variable_5,sub_attribute_category_variable_5,variable_6,attribute_category_variable_6,sub_attribute_category_variable_6,variable_7,attribute_category_variable_7,sub_attribute_category_variable_7,variable_8,attribute_category_variable_8,sub_attribute_category_variable_8,variable_9,attribute_category_variable_9,sub_attribute_category_variable_9,variable_10,attribute_category_variable_10,sub_attribute_category_variable_10,variable_11,attribute_category_variable_11,sub_attribute_category_variable_11,variable_12,attribute_category_variable_12,sub_attribute_category_variable_12,variable_13,attribute_category_variable_13,sub_attribute_category_variable_13,variable_14,attribute_category_variable_14,sub_attribute_category_variable_14,variable_15,attribute_category_variable_15,sub_attribute_category_variable_15,variable_16,attribute_category_variable_16,sub_attribute_category_variable_16,variable_17,attribute_category_variable_17,sub_attribute_category_variable_17,variable_18,attribute_category_variable_18,sub_attribute_category_variable_18,primary_attribute_category,secondary_attribute_category
TRUE,"Epstein N, Bak R, Rinkevich B (2001) Strategies for gardening denuded coral reef areas: The applicability of using different types of coral material for reef restoration. Restor Ecol 9:432–442",2001,1997,primary,Colonies of 6.5 cm in diameter were collected from 5-10 m water depth (A; 16 colonies). At least 10 branches were removed from each colony by side-cutting pliers. Here: data on the number of donor colonies.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,"About 10% damage by pruning - 13 of the 16 donor colonie died within the first year, the other 3 survived for 2 more years of monitoring. Here: survival of donor colonies after pruning.",No,No,No,No,No,No,No,No,Development of reproductive characteristics,Ecosystem function,Reproduction,Survival,Ecosystem function,Survivorship,Growth rate,Ecosystem function,"Growth, productivity",Total weight added in skeleton mass,Ecosystem function,"Growth, productivity",Geometric mean radius of coral colony,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Epstein N, Bak R, Rinkevich B (2001) Strategies for gardening denuded coral reef areas: The applicability of using different types of coral material for reef restoration. Restor Ecol 9:432–442",2001,1997,primary,Colonies of 6.5 cm in diameter were collected from 5-10 m water depth. (B; 3 colonies). At least 10 branches were removed from each colony by side-cutting pliers. Here: data on the number of donor colonies.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,About 20% damage by pruning - All 6 colonies of groups B and C (20 to 30% of branches removed) died within the first month following treatment. Extensive pruning of branches was detrimental to donor colonies. Here: survival of donor colonies after pruning.,No,No,No,No,No,No,No,No,Development of reproductive characteristics,Ecosystem function,Reproduction,Survival,Ecosystem function,Survivorship,Growth rate,Ecosystem function,"Growth, productivity",Total weight added in skeleton mass,Ecosystem function,"Growth, productivity",Geometric mean radius of coral colony,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Epstein N, Bak R, Rinkevich B (2001) Strategies for gardening denuded coral reef areas: The applicability of using different types of coral material for reef restoration. Restor Ecol 9:432–442",2001,1997,primary,Colonies of 6.5 cm in diameter were collected from 5-10 m water depth. (C; 3 colonies). At least 10 branches were removed from each colony by side-cutting pliers. Here: data on the number of donor colonies.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,About 30% damage by pruning - All 6 colonies of groups B and C (20 to 30% of branches removed) died within the first month following treatment. Extensive pruning of branches was detrimental to donor colonies. Here: survival of donor colonies after pruning.,No,No,No,No,No,No,No,No,Development of reproductive characteristics,Ecosystem function,Reproduction,Survival,Ecosystem function,Survivorship,Growth rate,Ecosystem function,"Growth, productivity",Total weight added in skeleton mass,Ecosystem function,"Growth, productivity",Geometric mean radius of coral colony,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Epstein N, Bak R, Rinkevich B (2001) Strategies for gardening denuded coral reef areas: The applicability of using different types of coral material for reef restoration. Restor Ecol 9:432–442",2001,1997,primary,Colonies of 6.5 cm in diameter were collected from 5-10 m water depth.  (Control; 5 colonies). No branches were removed from the colonies. Here: data  on the number of colonies used as a control (no mechanical manipulation).,Coral gardening - Nursery phase,Yes,Not reported,Not reported,"No damage, control colonies during the course of the study, none of the control colonies died.",No,No,No,No,No,No,No,No,Development of reproductive characteristics,Ecosystem function,Reproduction,Survival,Ecosystem function,Survivorship,Growth rate,Ecosystem function,"Growth, productivity",Total weight added in skeleton mass,Ecosystem function,"Growth, productivity",Geometric mean radius of coral colony,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Epstein N, Bak R, Rinkevich B (2001) Strategies for gardening denuded coral reef areas: The applicability of using different types of coral material for reef restoration. Restor Ecol 9:432–442",2001,1997,primary,"Experiment 1: Isolated Stylophora pistillata branches were monitored at a highly visited reef of the Marine Biology Laboratory. Cement tiles, pre-glued with branch-holding plastic clips (10 branches/tile) were used as nursery substrates. Here: data on the number of S. pistillata branches grown on cement tiles at the Marine Biology Laboratory site.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,The survivorship of the branches held on cement tiles at the highly visited reef site sharply decreased to 25% within 6 months.,No,No,No,No,No,No,No,No,Development of reproductive characteristics,Ecosystem function,Reproduction,Survival,Ecosystem function,Survivorship,Growth rate,Ecosystem function,"Growth, productivity",Total weight added in skeleton mass,Ecosystem function,"Growth, productivity",Geometric mean radius of coral colony,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Epstein N, Bak R, Rinkevich B (2001) Strategies for gardening denuded coral reef areas: The applicability of using different types of coral material for reef restoration. Restor Ecol 9:432–442",2001,1997,primary,"Experiment 1: Isolated Stylophora pistillata branches were monitored at a restricted reef area of the Coral Nature Reserve. Cement tiles, pre-glued with branch-holding plastic clips (10 branches/tile) were used as nursery substrates. Here: data on the number of S. pistillata branches grown on cement tiles at the Coral Nature Reserve site.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,The survivorship of the branches held on cement tiles at the Coral Nursery site was 82.5% after 6 months.,No,No,No,No,No,No,No,No,Development of reproductive characteristics,Ecosystem function,Reproduction,Survival,Ecosystem function,Survivorship,Growth rate,Ecosystem function,"Growth, productivity",Total weight added in skeleton mass,Ecosystem function,"Growth, productivity",Geometric mean radius of coral colony,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Epstein N, Bak R, Rinkevich B (2001) Strategies for gardening denuded coral reef areas: The applicability of using different types of coral material for reef restoration. Restor Ecol 9:432–442",2001,1997,primary,"Experiment 2: The survivorship of isolated branches was monitored. Therefore, crates (1 x 0.5 x 0.4 m in size, each), made of plastic net (mesh size 1 x 2 cm) were used as a coral nursery substrate. Here: data on the number of isolated branches grown on plastic net crates at the Marine Biology Laboratory site is given.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,61% survivorship after 18 months of the branches growing on plastic crates.,No,No,No,No,No,No,No,No,Development of reproductive characteristics,Ecosystem function,Reproduction,Survival,Ecosystem function,Survivorship,Growth rate,Ecosystem function,"Growth, productivity",Total weight added in skeleton mass,Ecosystem function,"Growth, productivity",Geometric mean radius of coral colony,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Epstein N, Bak R, Rinkevich B (2001) Strategies for gardening denuded coral reef areas: The applicability of using different types of coral material for reef restoration. Restor Ecol 9:432–442",2001,1997,primary,"Experiment 2: The survivorship of small colonies maricultured at the Marine Biology Laboratory site was monitored. Therefore, crates (1 x 0.5 x 0.4 m in size, each), made of plastic net (mesh size 1 x 2 cm) were used as a coral nursery substrate. Here: data on the number of small colonies grown in mariculture at the Marine Biology Laboratory site is provided.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,44% of the small colonies survived within 1.5 years of mariculture,No,No,No,No,No,No,No,No,Development of reproductive characteristics,Ecosystem function,Reproduction,Survival,Ecosystem function,Survivorship,Growth rate,Ecosystem function,"Growth, productivity",Total weight added in skeleton mass,Ecosystem function,"Growth, productivity",Geometric mean radius of coral colony,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Ferse S, Kunzmann A (2009) Effects of concrete-bamboo cages on coral fragments: Evaluation of a low-tech method used in artisanal ocean-based coral farming. J Appl Aquac 21:31–49",2009,2003-2004,primary,"Here, fragments were cultured without cages at a shallow reef site of 1.5-2 m water depth. Fragments were fixed onto bamboo boards of 1 × 1 m.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of fragments in caged/uncaged coral farming approach.,No,Partially,Yes,No,No,No,Yes,No,Linear skeletal extension,Ecosystem function,"Growth, productivity",Linear skeletal extension (in cages),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,Predation,Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Ferse S, Kunzmann A (2009) Effects of concrete-bamboo cages on coral fragments: Evaluation of a low-tech method used in artisanal ocean-based coral farming. J Appl Aquac 21:31–49",2009,2003-2004,primary,"Here, fragments were cultured without cages at a deeper reef site of 7.0-7.5 m water depth. Fragments were fixed onto bamboo boards of 1 × 1 m.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of fragments in caged/uncaged coral farming approach.,No,Partially,Yes,No,No,No,Yes,No,Linear skeletal extension,Ecosystem function,"Growth, productivity",Linear skeletal extension (in cages),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,Predation,Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Ferse S, Kunzmann A (2009) Effects of concrete-bamboo cages on coral fragments: Evaluation of a low-tech method used in artisanal ocean-based coral farming. J Appl Aquac 21:31–49",2009,2003-2004,primary,"Corals were cultured in inexpensive cages made from concrete and bamboo. Here, fragments were cultured inside partially open cages as a control at a shallow reef site of 1.5-2 m water depth. Fragments were fixed onto bamboo boards of 1 × 1 m.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of fragments in caged/uncaged coral farming approach.,No,Partially,Yes,No,No,No,Yes,No,Linear skeletal extension,Ecosystem function,"Growth, productivity",Linear skeletal extension (in cages),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,Predation,Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Ferse S, Kunzmann A (2009) Effects of concrete-bamboo cages on coral fragments: Evaluation of a low-tech method used in artisanal ocean-based coral farming. J Appl Aquac 21:31–49",2009,2003-2004,primary,"Corals were cultured in inexpensive cages made from concrete and bamboo. Here, fragments were cultured inside partially open cages as a control at a deeper reef site of 7.0-7.5 m water depth. Fragments were fixed onto bamboo boards of 1 × 1 m.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of fragments in caged/uncaged coral farming approach.,No,Partially,Yes,No,No,No,Yes,No,Linear skeletal extension,Ecosystem function,"Growth, productivity",Linear skeletal extension (in cages),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,Predation,Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Ferse S, Kunzmann A (2009) Effects of concrete-bamboo cages on coral fragments: Evaluation of a low-tech method used in artisanal ocean-based coral farming. J Appl Aquac 21:31–49",2009,2003-2004,primary,"Corals were cultured in inexpensive cages made from concrete and bamboo. Here, fragments were cultured inside inside full cages with bamboo covers of a big mesh size (bamboo covering 37% of the surface area) and at a shallow reef site of 1.5-2 m water depth. Fragments were fixed onto bamboo boards of 1 × 1 m.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of fragments in caged/uncaged coral farming approach.,No,Partially,Yes,No,No,No,Yes,No,Linear skeletal extension,Ecosystem function,"Growth, productivity",Linear skeletal extension (in cages),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,Predation,Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Ferse S, Kunzmann A (2009) Effects of concrete-bamboo cages on coral fragments: Evaluation of a low-tech method used in artisanal ocean-based coral farming. J Appl Aquac 21:31–49",2009,2003-2004,primary,"Corals were cultured in inexpensive cages made from concrete and bamboo. Here, fragments were cultured inside full cages with bamboo covers of a big mesh size (bamboo covering 37% of the surface area) and at a deeper reef site of 7.0-7.5m water depth. Fragments were fixed onto bamboo boards of 1 × 1 m.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of fragments in caged/uncaged coral farming approach.,No,Partially,Yes,No,No,No,Yes,No,Linear skeletal extension,Ecosystem function,"Growth, productivity",Linear skeletal extension (in cages),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,Predation,Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Ferse S, Kunzmann A (2009) Effects of concrete-bamboo cages on coral fragments: Evaluation of a low-tech method used in artisanal ocean-based coral farming. J Appl Aquac 21:31–49",2009,2003-2004,primary,"Corals were cultured in inexpensive cages made from concrete and bamboo. Here, fragments were cultured inside full cages with bamboo covers of a small size (bamboo covering 57.5% of the surface area) and at a shallow reef site of 1.5-2m water depth. Fragments were fixed onto bamboo boards of 1 × 1 m.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of fragments in caged/uncaged coral farming approach.,No,Partially,Yes,No,No,No,Yes,No,Linear skeletal extension,Ecosystem function,"Growth, productivity",Linear skeletal extension (in cages),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,Predation,Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Ferse S, Kunzmann A (2009) Effects of concrete-bamboo cages on coral fragments: Evaluation of a low-tech method used in artisanal ocean-based coral farming. J Appl Aquac 21:31–49",2009,2003-2004,primary,"Corals were cultured in inexpensive cages made from concrete and bamboo. Here, fragments were cultured inside full cages with bamboo covers of a small size (bamboo covering 57.5% of the surface area) and at a a deeper reef site of 7.0-7.5m water depth. Fragments were fixed onto bamboo boards of 1 × 1 m.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of fragments in caged/uncaged coral farming approach.,No,Partially,Yes,No,No,No,Yes,No,Linear skeletal extension,Ecosystem function,"Growth, productivity",Linear skeletal extension (in cages),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,Predation,Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Ferse S, Kunzmann A (2009) Effects of concrete-bamboo cages on coral fragments: Evaluation of a low-tech method used in artisanal ocean-based coral farming. J Appl Aquac 21:31–49",2009,2003-2004,primary,"Here, fragments were cultured without cages at a shallow reef site of 1.5-2 m water depth. Fragments were fixed onto bamboo boards of 1 × 1 m.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of fragments in caged/uncaged coral farming approach.,No,Partially,Yes,No,No,No,Yes,No,Linear skeletal extension,Ecosystem function,"Growth, productivity",Linear skeletal extension (in cages),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,Predation,Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Ferse S, Kunzmann A (2009) Effects of concrete-bamboo cages on coral fragments: Evaluation of a low-tech method used in artisanal ocean-based coral farming. J Appl Aquac 21:31–49",2009,2003-2004,primary,"Here, fragments were cultured without cages at a deeper reef site of 7.0-7.5 m water depth. Fragments were fixed onto bamboo boards of 1 × 1 m.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of fragments in caged/uncaged coral farming approach.,No,Partially,Yes,No,No,No,Yes,No,Linear skeletal extension,Ecosystem function,"Growth, productivity",Linear skeletal extension (in cages),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,Predation,Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Ferse S, Kunzmann A (2009) Effects of concrete-bamboo cages on coral fragments: Evaluation of a low-tech method used in artisanal ocean-based coral farming. J Appl Aquac 21:31–49",2009,2003-2004,primary,"Corals were cultured in inexpensive cages made from concrete and bamboo. Here, fragments were cultured inside partially open cages as a control at a shallow reef site of 1.5-2 m water depth. Fragments were fixed onto bamboo boards of 1 × 1 m.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of fragments in caged/uncaged coral farming approach.,No,Partially,Yes,No,No,No,Yes,No,Linear skeletal extension,Ecosystem function,"Growth, productivity",Linear skeletal extension (in cages),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,Predation,Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Ferse S, Kunzmann A (2009) Effects of concrete-bamboo cages on coral fragments: Evaluation of a low-tech method used in artisanal ocean-based coral farming. J Appl Aquac 21:31–49",2009,2003-2004,primary,"Corals were cultured in inexpensive cages made from concrete and bamboo. Here, fragments were cultured inside partially open cages as a control at a deeper reef site of 7.0-7.5 m water depth. Fragments were fixed onto bamboo boards of 1 × 1 m.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of fragments in caged/uncaged coral farming approach.,No,Partially,Yes,No,No,No,Yes,No,Linear skeletal extension,Ecosystem function,"Growth, productivity",Linear skeletal extension (in cages),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,Predation,Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Ferse S, Kunzmann A (2009) Effects of concrete-bamboo cages on coral fragments: Evaluation of a low-tech method used in artisanal ocean-based coral farming. J Appl Aquac 21:31–49",2009,2003-2004,primary,"Corals were cultured in inexpensive cages made from concrete and bamboo. Here, fragments were cultured inside inside full cages with bamboo covers of a big mesh size (bamboo covering 37% of the surface area) and at a shallow reef site of 1.5-2 m water depth. Fragments were fixed onto bamboo boards of 1 × 1 m.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of fragments in caged/uncaged coral farming approach.,No,Partially,Yes,No,No,No,Yes,No,Linear skeletal extension,Ecosystem function,"Growth, productivity",Linear skeletal extension (in cages),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,Predation,Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Ferse S, Kunzmann A (2009) Effects of concrete-bamboo cages on coral fragments: Evaluation of a low-tech method used in artisanal ocean-based coral farming. J Appl Aquac 21:31–49",2009,2003-2004,primary,"Corals were cultured in inexpensive cages made from concrete and bamboo. Here, fragments were cultured inside full cages with bamboo covers of a big mesh size (bamboo covering 37% of the surface area) and at a deeper reef site of 7.0-7.5 m water depth. Fragments were fixed onto bamboo boards of 1 × 1 m.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of fragments in caged/uncaged coral farming approach.,No,Partially,Yes,No,No,No,Yes,No,Linear skeletal extension,Ecosystem function,"Growth, productivity",Linear skeletal extension (in cages),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,Predation,Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Ferse S, Kunzmann A (2009) Effects of concrete-bamboo cages on coral fragments: Evaluation of a low-tech method used in artisanal ocean-based coral farming. J Appl Aquac 21:31–49",2009,2003-2004,primary,"Corals were cultured in inexpensive cages made from concrete and bamboo. Here, fragments were cultured inside full cages with bamboo covers of a small size (bamboo covering 57.5% of the surface area) and at a shallow reef site of 1.5-2 m water depth. Fragments were fixed onto bamboo boards of 1 × 1 m.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of fragments in caged/uncaged coral farming approach.,No,Partially,Yes,No,No,No,Yes,No,Linear skeletal extension,Ecosystem function,"Growth, productivity",Linear skeletal extension (in cages),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,Predation,Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Ferse S, Kunzmann A (2009) Effects of concrete-bamboo cages on coral fragments: Evaluation of a low-tech method used in artisanal ocean-based coral farming. J Appl Aquac 21:31–49",2009,2003-2004,primary,"Corals were cultured in inexpensive cages made from concrete and bamboo. Here, fragments were cultured inside full cages with bamboo covers of a small size (bamboo covering 57.5% of the surface area) and at a a deeper reef site of 7.0-7.5 m water depth. Fragments were fixed onto bamboo boards of 1 × 1 m.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of fragments in caged/uncaged coral farming approach.,No,Partially,Yes,No,No,No,Yes,No,Linear skeletal extension,Ecosystem function,"Growth, productivity",Linear skeletal extension (in cages),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,Predation,Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
TRUE,"Griffin S, Spathias H, Moore T, Baums I, Griffin B (2012) Scaling up Acropora nurseries in the Caribbean and improving techniques. In: Proceedings of the 12th International Coral Reef Symposium.p 1–5",2012,2010-2011,primary,Damaged fragments of Acropora cervicornis were safely attached in nurseries during emergency restoration. Line nurseries were eventually set up to grow additional corals for restoration.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,"In January, 2011 the first full scale outplanting was performed from this nursery. Over 1,200 colonies were outplanted to help restore several impacted reef sites in the vicinity of the nursery. The remaining colonies were used to restock the nursery with another 1,500 fragments so that the annual cycle for this nursery could continue. Research is underway to monitor the survival of the different genotypes outplanted using a variety of methods at different depths (results after one year show 90% survival).",No,No,No,No,No,No,No,No,Growth (vertical),Ecosystem function,"Growth, productivity",Growth (radial),Ecosystem function,"Growth, productivity",Survival,Ecosystem function,Survivorship,Host/symbiont genotype/genetics,External exchanges,Genetics / gene flow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,External exchanges
